Artwork ID,Title,Artist ID,Name,Date,Medium,Dimensions,Acquisition Date,Credit,Catalogue,Department,Classification,Object Number,Diameter (cm),Circumference (cm),Height (cm),Length (cm),Width (cm),Depth (cm),Weight (kg),Duration (s)
467,"New York Tower, project, New York, New York, Interior perspective",632,Ricardo Bofill,1985,Colored pencil on print,"37 7/8 x 37 7/8"" (96.2 x 96.2 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,384.1985,,,96.2,,96.2,,,
468,"Nara Convention Hall Project, Nara, Japan, Competition drawing: east elevation and cross-sections of large and medium halls","7419, 7423","Scott Marble, Karen Fairbanks",1992,Computer-generated print with Pantone adhesive,"28 x 36"" (71.1 x 91.4 cm)",1994-09-21,Gift of the architects in honor of Lily Auchincloss,Y,Architecture & Design,Architecture,384.1994,,,71.1,,91.4,,,
469,"House for Venice Biennale project, Venice, Italy (View of Model: multiple exterior views of project)",7528,Cesar Pelli,1976,Photomontage with colored pencil on board,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,384.1996,,,101.6002,,101.6002,,,
470,"Eleanor Donnelley Erdman Hall, Bryn Mawr College, Bryn Mawr, Pennsylvania, Plan and elevation sketches",2964,Louis I. Kahn,1960-61,Crayon on tracing paper,"12 1/8 x 16"" (30.8 x 40.6 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,385.1967,,,30.8,,40.6,,,
471,"New York Tower project, New York, NY (Tower façade)","632, 8822, 8823","Ricardo Bofill, Gregory Baird, Rogelio Jimenez",1985,Ink and airbrush on paper,,1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,385.1985,,,,,,,,
472,"Nara Convention Hall Project, Nara, Japan, Perspective",7420,Yoshito Takahashi,1992,Computer-generated print with airbrush on paper,"14 1/4 x 30"" (36.2 x 76.2 cm)",1994-09-21,Gift of the architect in honor of Lily Auchincloss,Y,Architecture & Design,Architecture,385.1994,,,36.2,,76.2,,,
473,"House for Venice Biennale project, Venice, Italy (Multiple views of project)",7528,Cesar Pelli,1976,Photomontage with colored pencil on board,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,385.1996,,,101.6002,,101.6002,,,
474,"Eleanor Donnelley Erdman Hall, Bryn Mawr College, Bryn Mawr, Pennsylvania, Plan sketches",2964,Louis I. Kahn,1960-61,Charcoal on tracing paper,"12 1/8 x 14 3/4"" (30.8 x 37.5 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,386.1967,,,30.8,,37.5,,,
475,"New York Tower, project, New York, New York, Window wall detail",632,Ricardo Bofill,1985,"Graphite, colored pencil, and airbrush on print","37 7/8 x 37 7/8"" (96.2 x 96.2 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,386.1985,,,96.2,,96.2,,,
476,"Le Fresnoy, National Studio for Contemporary Arts, Tourcoing, France, Cinematic beams elevation",7056,Bernard Tschumi,1992,Color ink on photographic line print,"23 1/4 x 31 1/4"" (59 x 79.4 cm)",1994-09-21,Gift of the architect in honor of Lily Auchincloss,Y,Architecture & Design,Architecture,386.1994,,,59,,79.4,,,
477,"House for Venice Biennale project, Venice, Italy (Aerial view)",7528,Cesar Pelli,1976,Photomontage,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,386.1996,,,101.6002,,101.6002,,,
478,"Eleanor Donnelley Erdman Hall, Bryn Mawr College, Bryn Mawr, Pennsylvania, Plan sketch",2964,Louis I. Kahn,1962,Charcoal on tracing paper,"18 x 53 3/8"" (45.7 x 135.6 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,387.1967,,,45.7,,135.6,,,
479,"New York Tower, project, New York, New York, Arch facade",632,Ricardo Bofill,1985,Graphite and colored pencil on print,"37 7/8 x 37 7/8"" (96.2 x 96.2 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,387.1985,,,96.2,,96.2,,,
480,"Tokyo International Forum, Tokyo, Japan (View of plaza with glass hall)",7229,Rafael Viñoly,1991,Crayon on paper,"11 1/2 x 8"" (29.2 x 20.3 cm)",1994-09-21,Gift of the architect in honor of Lily Auchincloss,Y,Architecture & Design,Architecture,387.1994.1,,,29.2,,20.3,,,
481,"Tokyo International Forum, Tokyo, Japan, Exterior perspectives",7229,Rafael Viñoly,1991,Crayon on paper,"11 1/2 x 8"" (29.2 x 20.3 cm)",1994-09-21,Gift of the architect in honor of Lily Auchincloss,Y,Architecture & Design,Architecture,387.1994.1-2,,,29.2,,20.3,,,
482,"Tokyo International Forum, Tokyo, Japan (Exterior perspective)",7229,Rafael Viñoly,1991,Crayon on paper,"11 1/2 x 8"" (29.2 x 20.3 cm)",1994-09-21,Gift of the architect in honor of Lily Auchincloss,Y,Architecture & Design,Architecture,387.1994.2,,,29.2,,20.3,,,
483,"House for Venice Biennale project, Venice, Italy (Aerial view)",7528,Cesar Pelli,1976,Watercolor,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,387.1996,,,101.6002,,101.6002,,,
484,"Traffic Studies, project, Philadelphia, Pennsylvania, Plan of existing movement pattern (MISSING DRAWING)",2964,Louis I. Kahn,1952-53,Ink on white paper,"25 1/4 x 42"" (64.1 x 106.7 cm)",1964-04-14,Gift of the architect,N,Architecture & Design,Architecture,388.1964,,,50.8001,,106.6802,,,
485,"Fine Arts Center, School, and Performing Arts Theater, Fort Wayne, Indiana, Site-plan sketch",2964,Louis I. Kahn,1963,Charcoal on tracing paper,"12 x 23 1/4"" (30.5 x 59.1 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,388.1967,,,30.4801,,59.0551,,,
486,"New York Tower, project, New York, New York, Arch plan and section",632,Ricardo Bofill,1985,Graphite and colored pencil on print,"37 7/8 x 37 7/8"" (96.2 x 96.2 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,388.1985,,,96.2,,96.2,,,
487,"House for Venice Biennale, project, Venice, Italy, Aerial view",7528,Cesar Pelli,1976,Watercolor and ink on paper,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,388.1996,,,102.6,,102.6,,,
488,"Traffic Study, project, Philadelphia, Pennsylvania, Plan of proposed traffic-movement pattern",2964,Louis I. Kahn,1952,"Ink, graphite, and cut-and-pasted papers on paper","24 1/2 x 42 3/4"" (62.2 x 108.6 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,389.1964,,,52.1,,108.6,,,
489,"Mikveh Israel Synagogue, project, Philadelphia, Pennsylvania, Plan sketches",2964,Louis I. Kahn,1963,Charcoal on tracing paper,"18 x 33 1/2"" (45.7 x 85.1 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,389.1967,,,45.7,,85.1,,,
490,"Antigone: La Place du Nombre d'Or, Montpellier, France, Elevation",632,Ricardo Bofill,c. 1978-84,Ink on vellum,"14 7/8 x 70 1/2"" (37.8 x 179.1 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,389.1985,,,37.8,,179.1,,,
491,"House for Venice Biennale project, Venice, Italy (Analysis of project)",7528,Cesar Pelli,1976,Photomontage,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,389.1996,,,101.6002,,101.6002,,,
492,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh (Prayer Hall: plan and elevation sketches)",2964,Louis I. Kahn,1964,Charcoal and graphite on tracing paper,"14 3/4 x 14 1/8"" (37.5 x 35.9 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,390.1964,,,37.4651,,35.8776,,,
493,"Mikveh Israel Synagogue, project, Philadelphia, Pennsylvania, Perspective drawing",2964,Louis I. Kahn,1962,Charcoal on tracing paper,"23 7/8 x 36 5/8"" (60.6 x 93 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,390.1967,,,60.6,,93,,,
494,"Café Aubette, Strasbourg, France (Preliminary color scheme for ceiling and short walls of ballroom)",6076,Theo van Doesburg (Christian Emil Marie Küpper),1927,Ink and gouache on paper,"10 3/4 x 24 3/4"" (27.3 x 62.9 cm)",1982-10-27,"Gift of Lily Auchincloss, Celeste Bartos, and Marshall Cogan",Y,Architecture & Design,Architecture,390.1982,,,27.3,,62.9,,,
495,"Antigone: La Place du Nombre d'Or, Montpellier, France, Interior-court elevation",632,Ricardo Bofill,c. 1978-84,Ink on vellum,"15 3/8 x 70 1/8"" (39.1 x 178.1 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,390.1985,,,39.1,,178.1,,,
496,"House for Venice Biennale project, Venice, Italy (Analysis of project)",7528,Cesar Pelli,1976,Photomontage,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,390.1996,,,101.6,,101.6,,,
497,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh (Site plan and elevation sketches)",2964,Louis I. Kahn,1962,Graphite and crayon on tracing paper,"10 3/8 x 18 3/4"" (26.4 x 47.6 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,391.1964,,,26.4,,47.6,,,
498,"Mikveh Israel Synagogue, project, Philadelphia, Pennsylvania, Interior perspective sketch",2964,Louis I. Kahn,1963,Charcoal on tracing paper,"18 x 23"" (45.7 x 58.4 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,391.1967,,,45.7,,58.4,,,
499,"Café Aubette, Strasbourg, France, Color scheme for floor and long walls of ballroom, preliminary version",6076,Theo van Doesburg (Christian Emil Marie Küpper),1927,"Ink, gouache, and metallic gouache on paper","21 x 14 3/4"" (53.3 x 37.5 cm)",1982-10-27,"Gift of Lily Auchincloss, Celeste Bartos, and Marshall Cogan",Y,Architecture & Design,Architecture,391.1982,,,53.3,,37.5,,,
500,"La Place du Nombre d'Or, Antigone, Montpellier, France, Aerial perspective",632,Ricardo Bofill,c. 1978-84,Ink and felt-tipped pen on tracing paper,"16 5/8 x 21 7/8"" (42.2 x 55.6 cm)",1985-11-18,Gift of the architect,Y,Architecture & Design,Architecture,391.1985,,,42.2,,55.6,,,
501,"House for Venice Biennale project, Venice, Italy (Collaborators on project)",7528,Cesar Pelli,1976,Photomontage,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,391.1996,,,101.6002,,101.6002,,,
502,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh (Site-plan and elevation sketches)",2964,Louis I. Kahn,1963,Charcoal on yellow tracing paper,"17 3/4 x 24 1/2"" (45.1 x 62.2 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,392.1964,,,45.1,,62.2,,,
503,"Mikveh Israel Synagogue, project, Philadelphia, Pennsylvania, Ceiling sketch",2964,Louis I. Kahn,1965,Charcoal and graphite on tracing paper,"12 x 15 1/2"" (30.5 x 39.4 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,392.1967,,,30.5,,39.4,,,
504,"Staatsgalerie Stuttgart, Stuttgart, Germany, Elevation of gallery entrance",5668,James Stirling,1978,Graphite and color pencil on tracing paper,"25 1/4 x 16 7/8"" (64.1 x 42.9 cm)",1982-10-27,Gift of the architect,Y,Architecture & Design,Architecture,392.1982,,,64.1,,42.9,,,
505,"Les Eschelles du Baroque Apartment Building, Paris, France, Plan study",632,Ricardo Bofill,1979–1985,Felt-tippped pen on tracing paper,"16 3/4 x 18 3/8"" (42.5 x 46.7 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,392.1985,,,42.5,,46.7,,,
506,"House for Venice Biennale project, Venice, Italy (Aerial view of model)",7528,Cesar Pelli,1976,Photograph on board,"40 x 40"" (101.6 x 101.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,392.1996,,,101.6002,,101.6002,,,
507,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh (Plan sketch)",2964,Louis I. Kahn,1963,Charcoal on tracing paper,"12 x 18"" (30.5 x 45.7 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,393.1964,,,28.6,,31.8,,,
508,"Mikveh Israel Synagogue, project, Philadelphia, Pennsylvania, Plan and perspective sketches",2964,Louis I. Kahn,1965,Graphite on tracing paper,"18 1/8 x 30 1/2"" (46 x 77.5 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,393.1967,,,46,,77.5,,,
509,"Staatsgalerie Stuttgart, Stuttgart, Germany, Elevation of gallery entrance and perspective of canopy from below",5668,James Stirling,1978,Graphite and color pencil on tracing paper,"21 x 19 7/8"" (53.3 x 50.5 cm)",1982-10-27,Gift of the architect,Y,Architecture & Design,Architecture,393.1982,,,53.3401,,50.4826,,,
510,"Les Eschelles du Baroque Apartment Building, Paris, France, Facade detail with column",632,Ricardo Bofill,1987,Felt-tipped pen and colored pencil on tracing paper,"16 1/2 x 23 1/4"" (41.9 x 59.1 cm)",1985-11-18,Gift of Ricardo Bofill Taller de Arquitectura,Y,Architecture & Design,Architecture,393.1985,,,41.9,,59.1,,,
511,"Beach Road II Office Tower Project, Singapore, Exterior perspective",5076,Paul Rudolph,1981,Ink and graphite on tracing paper,"79 1/2 x 39 1/2"" (201.9 x 100.3 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,393.1996,,,210.8,,108.3,5.1,,
512,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh (Plan sketch)",2964,Louis I. Kahn,1963,Charcoal on tracing paper,"13 x 19 1/2"" (33 x 49.5 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,394.1964,,,27.9,,33,,,
513,"Mikveh Israel Synagogue, project, Philadelphia, Pennsylvania, Perspective sketch",2964,Louis I. Kahn,1965,Crayon on tracing paper,"18 x 35 7/8"" (45.7 x 91.1 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,394.1967,,,45.7,,91.1,,,
514,"Staatsgalerie Stuttgart, Stuttgart, Germany, View of library from below",5668,James Stirling,1978,Graphite and color pencil on tracing paper,"31 x 32"" (78.7 x 81.3 cm)",1982-10-27,Gift of the architect,Y,Architecture & Design,Architecture,394.1982,,,78.7,,81.3,,,
515,Arkhitekturnye Fantazii,1093,Iakov Chernikhov,before 1933,Letterpress,"12 x 8 7/8"" (30.5 x 22.5 cm)",1985-11-18,Arthur A. Cohen Purchase Fund,Y,Architecture & Design,Architecture,394.1985,,,30.5,,22.5,,,
516,"Formmutation I, project","7572, 7573","Wolf D. Prix, Helmut Swiczinsky",1981,Graphite on paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",1988-11-22,Frederieke Taylor Purchase Fund,Y,Architecture & Design,Architecture,394.1988,,,29.8,,41.9,,,
517,"Feature Animation Building, The Walt Disney Company, Burbank, California, South elevation, preliminary study",7606,Robert A. M. Stern,1992,Color pencil on paper,"9 3/4 x 38 7/8"" (24.8 x 98.7 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,394.1996,,,24.8,,98.7,,,
518,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, National Assembly Building: plan sketch",2964,Louis I. Kahn,1963,Charcoal on tracing paper,"10 1/8 x 11 7/8"" (25.7 x 30.2 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,395.1964,,,25.7,,30.2,,,
519,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, Preliminary sketches of the Citadel of the Assembly",2964,Louis I. Kahn,1962,"Crayon, charcoal, and graphite on tracing paper","24 x 38 1/2"" (61 x 97.8 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,395.1967,,,61,,97.8,,,
520,"Staatsgalerie Stuttgart, Stuttgart, Germany, View of administration entrance from below",5668,James Stirling,1978,Graphite and color pencil on tracing paper,31 1/2 x 20 1/8 (80 x 51.1 cm),1982-10-27,Gift of the architect,Y,Architecture & Design,Architecture,395.1982,,,80,,51.1,,,
521,"The Completion of Washington, D.C., project, Washington, D.C., Aerial perspective",3250,Leon Krier,1985,"Ink, crayon, and colored pencil on vellum","30 x 42"" (76.2 x 106.7 cm)",1985-11-18,Purchase,Y,Architecture & Design,Architecture,395.1985,,,76.2,,106.7,,,
522,"Eclectic House Facade, project","8213, 8214, 6132","Venturi and Rauch, John Rauch, Robert Venturi",1977,"Color overlay on photostat, mounted on Fome-Cor",18 x 18 (45.7 x 45.7 cm),1988-11-22,Gift of Kenneth Walker,Y,Architecture & Design,Architecture,395.1988,,,45.7,,45.7,,,
523,"Seville World Fair, Oman Pavilion, project, Seville, Spain, Axonometric","7570, 8225, 8226, 8227","James Wines, Alison Sky, Michelle Stone, Emilio Sousa",1989,Watercolor on paper,"17 x 22"" (43.2 x 55.9 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,395.1996,,,43.1801,,55.8801,,,
524,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, National Assembly Building: plan and sketches",2964,Louis I. Kahn,1963,Graphite on tracing paper,"12 x 17"" (30.5 x 43.2 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,396.1964,,,30.4801,,43.1801,,,
525,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, Site-plan sketch",2964,Louis I. Kahn,1964,Charcoal and graphite on tracing paper,"12 x 23 1/2"" (30.5 x 59.7 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,396.1967,,,30.5,,59.7,,,
526,"Staatsgalerie Stuttgart, Stuttgart, Germany, View of the theater arch from below",5668,James Stirling,1978,Graphite and color pencil on tracing paper,"23 3/8 x 19 7/8"" (59.4 x 50.5 cm)",1982-10-27,Gift of the architect,Y,Architecture & Design,Architecture,396.1982,,,59.4,,50.5,,,
527,"The Completion of Washington, D.C., project, Washington, D.C., Plan",3250,Leon Krier,1985,"Ink, crayon, and colored pencil on vellum","22 1/2 x 42 1/4"" (57.2 x 107.3 cm)",1985-11-18,Purchase,Y,Architecture & Design,Architecture,396.1985,,,57.2,,107.3,,,
528,"ABN-AMRO Bank Project, Amsterdam, The Netherlands, Elevation of Nederlander Boogie Woogie",7571,Harry C. Wolf,1996,Ink on Mylar,"23 1/4 x 23 7/8"" (59.1 x 60.6 cm)",1996-09-25,Gift of the architect in honor of Philip Johnson,Y,Architecture & Design,Architecture,396.1996,,,70.8,,71.1,,,
529,"Fine Arts Center, School, and Performing Arts Theater, Fort Wayne, Indiana, Site-plan sketch",2964,Louis I. Kahn,1963,Charcoal on tracing paper,"12 x 23 3/8"" (30.5 x 59.4 cm)",1964-04-14,Gift of the architect,Y,Architecture & Design,Architecture,397.1964,,,30.5,,54.6,,,
530,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, Site-plan sketch",2964,Louis I. Kahn,1964,"Charcoal, crayon, and graphite on tracing paper","18 x 33 1/2"" (45.7 x 85.1 cm)",1967-04-11,Gift of the architect,Y,Architecture & Design,Architecture,397.1967,,,45.7,,85.1,,,
531,"Staatsgalerie Stuttgart, Stuttgart, Germany, View of theater arch with garage entrance from below",5668,James Stirling,1978,Graphite and color pencil on tracing paper,"22 7/8 x 35 1/4"" (58.1 x 89.5 cm)",1982-10-27,Gift of the architect,Y,Architecture & Design,Architecture,397.1982,,,58.1,,89.5,,,
532,"The Completion of Washington, D.C., project, Washington, D.C., Plans",3250,Leon Krier,1985,Ink and crayon on vellum,"38 1/8 x 29 1/2"" (96.8 x 74.9 cm)",1985-11-18,Purchase,Y,Architecture & Design,Architecture,397.1985,,,96.8,,74.9,,,
